0.0,577.2
5.0,589.5
10.0,651.0
15.0,631.6
20.0,578.0
25.0,592.4
30.0,529.4
35.0,514.5
40.0,514.8
45.0,434.3
50.0,411.6
55.0,440.5
60.0,358.4
65.0,351.5
70.0,338.6
75.0,261.0
80.0,263.0
85.0,230.9
90.0,209.8
95.0,187.7
100.0,156.1
105.0,111.6
110.0,80.7
115.0,104.5
120.0,59.1
125.0,22.9
130.0,30.9
135.0,39.9
140.0,20.6
145.0,21.3
150.0,21.8
155.0,22.7
160.0,22.7
165.0,22.9
170.0,23.0
175.0,21.1
180.0,21.8
185.0,19.9
190.0,19.0
195.0,18.5
200.0,26.8
205.0,16.2
210.0,30.5
215.0,51.8
220.0,43.3
225.0,98.6
230.0,147.5
235.0,144.9
240.0,196.3
245.0,220.1
250.0,253.1
255.0,270.6
260.0,284.0
265.0,306.3
270.0,323.8
275.0,381.0
280.0,371.4
285.0,395.1
290.0,467.5
295.0,453.4
300.0,462.4
305.0,492.2
310.0,493.1
315.0,540.1
320.0,540.1
325.0,580.2
330.0,598.4
335.0,598.2
340.0,630.7
345.0,686.5
350.0,669.1
355.0,657.8
360.0,699.8
365.0,686.2
370.0,689.1
375.0,742.4
380.0,695.3
385.0,746.6
390.0,756.8
395.0,755.0
400.0,744.1
405.0,767.3
410.0,810.5
415.0,789.3
420.0,778.7
425.0,770.9
430.0,766.1
435.0,774.8
440.0,824.6
445.0,814.6
450.0,780.0
455.0,790.0
460.0,808.2
465.0,798.5
470.0,803.9
475.0,810.6
480.0,777.5
485.0,805.0
490.0,824.2
495.0,801.4
