0.0,772.7
5.0,828.2
10.0,796.5
15.0,778.1
20.0,799.2
25.0,788.1
30.0,786.3
35.0,750.1
40.0,708.3
45.0,746.6
50.0,721.2
55.0,695.8
60.0,665.3
65.0,600.6
70.0,586.1
75.0,523.6
80.0,471.0
85.0,377.6
90.0,321.1
95.0,258.0
100.0,191.2
105.0,116.0
110.0,58.4
115.0,23.2
120.0,21.6
125.0,22.9
130.0,23.2
135.0,23.1
140.0,22.7
145.0,23.1
150.0,22.8
155.0,23.0
160.0,23.0
165.0,22.7
170.0,22.9
175.0,23.2
180.0,22.9
185.0,23.1
190.0,23.0
195.0,23.0
200.0,23.2
205.0,22.9
210.0,23.1
215.0,23.3
220.0,23.1
225.0,23.0
230.0,23.1
235.0,22.8
240.0,23.1
245.0,22.9
250.0,23.2
255.0,22.8
260.0,27.3
265.0,51.5
270.0,113.1
275.0,162.6
280.0,241.1
285.0,300.1
290.0,368.2
295.0,445.5
300.0,559.9
305.0,568.2
310.0,635.3
315.0,676.4
320.0,701.5
325.0,735.7
330.0,760.8
335.0,758.9
340.0,760.4
345.0,796.9
350.0,795.4
355.0,794.2
360.0,806.3
365.0,804.9
370.0,822.8
375.0,786.0
380.0,811.9
385.0,794.9
390.0,796.4
395.0,825.6
400.0,804.3
405.0,792.2
410.0,811.5
415.0,843.3
420.0,809.1
425.0,793.3
430.0,822.6
435.0,804.9
440.0,824.6
445.0,830.7
450.0,809.8
455.0,816.4
460.0,827.5
465.0,807.4
470.0,803.1
475.0,805.8
480.0,791.7
485.0,831.2
490.0,799.9
495.0,809.2
