0.0,805.9
5.0,791.4
10.0,831.0
15.0,813.5
20.0,806.3
25.0,820.7
30.0,826.1
35.0,826.9
40.0,821.4
45.0,824.5
50.0,799.2
55.0,792.7
60.0,770.2
65.0,797.3
70.0,776.7
75.0,678.0
80.0,670.4
85.0,604.9
90.0,555.2
95.0,470.9
100.0,416.9
105.0,288.4
110.0,193.4
115.0,116.6
120.0,46.1
125.0,22.6
130.0,22.8
135.0,22.9
140.0,23.1
145.0,22.7
150.0,23.2
155.0,23.1
160.0,23.2
165.0,23.2
170.0,22.9
175.0,22.8
180.0,22.8
185.0,23.0
190.0,23.0
195.0,23.0
200.0,23.0
205.0,23.2
210.0,23.1
215.0,22.9
220.0,23.1
225.0,23.0
230.0,23.0
235.0,22.7
240.0,23.0
245.0,23.2
250.0,23.0
255.0,22.8
260.0,22.8
265.0,23.0
270.0,25.0
275.0,35.4
280.0,157.3
285.0,296.8
290.0,433.1
295.0,544.1
300.0,655.6
305.0,747.6
310.0,758.6
315.0,775.6
320.0,802.5
325.0,775.9
330.0,788.6
335.0,785.5
340.0,819.8
345.0,810.4
350.0,803.2
355.0,818.3
360.0,815.2
365.0,811.3
370.0,834.4
375.0,825.9
380.0,843.6
385.0,795.6
390.0,815.3
395.0,826.9
400.0,793.0
405.0,817.9
410.0,811.1
415.0,807.0
420.0,800.7
425.0,822.1
430.0,803.4
435.0,794.2
440.0,830.5
445.0,793.3
450.0,800.7
455.0,817.3
460.0,818.1
465.0,802.3
470.0,808.0
475.0,779.3
480.0,812.0
485.0,826.1
490.0,793.0
495.0,786.8
