0.0,820.3
5.0,792.0
10.0,766.7
15.0,790.9
20.0,812.4
25.0,820.7
30.0,772.5
35.0,788.9
40.0,808.8
45.0,806.3
50.0,809.8
55.0,798.4
60.0,795.8
65.0,779.6
70.0,819.0
75.0,823.5
80.0,817.5
85.0,789.8
90.0,791.0
95.0,809.6
100.0,827.3
105.0,828.0
110.0,820.3
115.0,784.1
120.0,793.0
125.0,751.8
130.0,502.7
135.0,156.4
140.0,37.5
145.0,14.9
150.0,15.6
155.0,14.3
160.0,15.3
165.0,16.7
170.0,17.9
175.0,13.0
180.0,16.1
185.0,13.7
190.0,18.5
195.0,15.1
200.0,14.5
205.0,15.2
210.0,16.6
215.0,15.0
220.0,16.9
225.0,13.6
230.0,19.4
235.0,18.5
240.0,14.5
245.0,16.9
250.0,14.6
255.0,19.3
260.0,13.7
265.0,15.5
270.0,18.9
275.0,18.9
280.0,30.6
285.0,79.9
290.0,392.9
295.0,745.0
300.0,789.6
305.0,795.3
310.0,822.0
315.0,796.6
320.0,801.4
325.0,800.9
330.0,795.5
335.0,822.7
340.0,787.4
345.0,789.3
350.0,825.2
355.0,793.8
360.0,792.3
365.0,802.2
370.0,795.9
375.0,812.9
380.0,793.2
385.0,802.8
390.0,820.2
395.0,773.3
400.0,807.4
405.0,811.2
410.0,788.5
415.0,800.2
420.0,792.5
425.0,787.5
430.0,798.9
435.0,808.1
440.0,784.3
445.0,817.9
450.0,823.1
455.0,795.3
460.0,821.8
465.0,810.0
470.0,815.7
475.0,791.3
480.0,811.1
485.0,817.1
490.0,830.9
495.0,796.8
