0.0,683.5
5.0,707.9
10.0,703.5
15.0,691.1
20.0,663.3
25.0,641.7
30.0,638.3
35.0,591.3
40.0,571.6
45.0,562.8
50.0,457.0
55.0,509.0
60.0,446.0
65.0,415.1
70.0,405.5
75.0,295.7
80.0,294.9
85.0,241.3
90.0,173.0
95.0,173.8
100.0,129.6
105.0,46.0
110.0,31.6
115.0,18.3
120.0,21.7
125.0,22.9
130.0,23.0
135.0,22.5
140.0,22.8
145.0,23.0
150.0,23.0
155.0,23.0
160.0,22.9
165.0,22.8
170.0,22.9
175.0,23.1
180.0,23.0
185.0,23.1
190.0,23.0
195.0,23.0
200.0,22.9
205.0,23.1
210.0,23.2
215.0,22.5
220.0,23.0
225.0,21.7
230.0,21.8
235.0,16.8
240.0,22.7
245.0,37.6
250.0,73.7
255.0,120.3
260.0,171.4
265.0,229.8
270.0,226.7
275.0,312.2
280.0,327.3
285.0,358.9
290.0,355.1
295.0,366.7
300.0,447.4
305.0,469.7
310.0,522.3
315.0,528.6
320.0,567.8
325.0,610.4
330.0,582.1
335.0,611.0
340.0,650.2
345.0,687.6
350.0,723.4
355.0,687.2
360.0,711.7
365.0,731.4
370.0,752.4
375.0,739.6
380.0,755.9
385.0,805.5
390.0,756.4
395.0,780.5
400.0,786.9
405.0,829.1
410.0,771.1
415.0,798.9
420.0,815.5
425.0,812.4
430.0,790.7
435.0,793.3
440.0,826.7
445.0,804.4
450.0,808.8
455.0,827.8
460.0,802.2
465.0,782.2
470.0,794.4
475.0,804.3
480.0,808.2
485.0,828.8
490.0,798.4
495.0,786.7
