0.0,779.3
5.0,765.8
10.0,788.3
15.0,739.2
20.0,774.2
25.0,763.9
30.0,709.6
35.0,724.1
40.0,707.3
45.0,655.8
50.0,678.3
55.0,640.1
60.0,609.5
65.0,541.4
70.0,509.6
75.0,451.6
80.0,440.0
85.0,352.4
90.0,374.2
95.0,298.9
100.0,166.3
105.0,142.9
110.0,80.7
115.0,61.9
120.0,35.8
125.0,23.0
130.0,23.0
135.0,23.1
140.0,23.0
145.0,22.8
150.0,23.2
155.0,22.9
160.0,23.3
165.0,23.2
170.0,22.7
175.0,22.9
180.0,23.0
185.0,23.2
190.0,23.1
195.0,23.0
200.0,23.0
205.0,23.2
210.0,23.0
215.0,23.0
220.0,22.8
225.0,23.0
230.0,23.2
235.0,23.0
240.0,23.1
245.0,20.9
250.0,20.7
255.0,45.3
260.0,76.1
265.0,90.8
270.0,180.1
275.0,225.4
280.0,274.9
285.0,320.1
290.0,372.8
295.0,412.8
300.0,443.9
305.0,499.0
310.0,563.6
315.0,556.8
320.0,595.3
325.0,640.0
330.0,678.9
335.0,697.7
340.0,736.4
345.0,704.9
350.0,753.4
355.0,722.9
360.0,758.1
365.0,763.4
370.0,775.8
375.0,769.9
380.0,777.5
385.0,790.7
390.0,780.9
395.0,809.4
400.0,817.4
405.0,803.7
410.0,840.1
415.0,783.3
420.0,802.7
425.0,801.8
430.0,800.7
435.0,794.8
440.0,817.0
445.0,841.3
450.0,798.7
455.0,802.4
460.0,802.8
465.0,802.5
470.0,797.6
475.0,801.5
480.0,781.2
485.0,830.1
490.0,812.6
495.0,799.4
