0.0,661.3
5.0,607.5
10.0,615.9
15.0,609.9
20.0,620.0
25.0,614.6
30.0,600.2
35.0,577.8
40.0,553.0
45.0,562.4
50.0,500.3
55.0,472.7
60.0,425.9
65.0,326.7
70.0,359.2
75.0,325.7
80.0,273.5
85.0,265.3
90.0,247.9
95.0,222.1
100.0,130.4
105.0,133.5
110.0,88.6
115.0,50.7
120.0,27.1
125.0,23.9
130.0,23.2
135.0,23.1
140.0,22.9
145.0,22.7
150.0,23.0
155.0,23.0
160.0,22.9
165.0,22.7
170.0,22.9
175.0,23.5
180.0,23.0
185.0,22.8
190.0,22.9
195.0,23.1
200.0,22.5
205.0,22.8
210.0,22.8
215.0,21.8
220.0,21.3
225.0,43.4
230.0,31.8
235.0,94.4
240.0,107.2
245.0,99.9
250.0,163.2
255.0,170.0
260.0,236.2
265.0,255.7
270.0,279.2
275.0,280.6
280.0,368.5
285.0,350.7
290.0,379.8
295.0,445.7
300.0,434.6
305.0,513.7
310.0,528.7
315.0,539.5
320.0,563.9
325.0,593.8
330.0,585.0
335.0,619.3
340.0,642.6
345.0,661.8
350.0,681.1
355.0,691.0
360.0,702.0
365.0,725.3
370.0,762.6
375.0,785.3
380.0,771.6
385.0,739.0
390.0,773.8
395.0,799.9
400.0,773.3
405.0,774.7
410.0,797.3
415.0,778.7
420.0,796.6
425.0,810.6
430.0,758.2
435.0,818.8
440.0,846.0
445.0,796.5
450.0,803.8
455.0,800.3
460.0,796.5
465.0,783.0
470.0,825.6
475.0,804.4
480.0,796.8
485.0,803.4
490.0,798.1
495.0,808.3
